2026-06-23 20:33:10, 64, 64, 0.000100, 8, 0.130379
2026-06-23 20:33:14, 64, 64, 0.000100, 8, 0.824194
2026-06-23 20:33:18, 64, 64, 0.000100, 8, 0.092656
2026-06-23 20:33:21, 64, 64, 0.000100, 8, 0.100747
2026-06-23 20:33:24, 64, 64, 0.000100, 8, 0.717259
2026-06-23 20:33:28, 64, 64, 0.000100, 8, 0.133195
2026-06-23 20:33:31, 64, 64, 0.000100, 8, 0.035134
2026-06-23 20:33:38, 64, 64, 0.000100, 8, 0.102279
2026-06-23 20:33:40, 64, 64, 0.000100, 8, 0.111458
2026-06-23 20:33:43, 64, 64, 0.000100, 8, 0.160337
2026-06-23 20:33:46, 64, 64, 0.000100, 8, 0.180866
2026-06-23 20:36:26, 128, 128, 0.000100, 8, 0.418110
2026-06-23 20:36:33, 128, 128, 0.000100, 8, 0.442307
2026-06-23 20:36:50, 128, 128, 0.000100, 8, 0.315348
2026-06-23 20:36:53, 128, 128, 0.000100, 8, 0.260393
2026-06-23 20:37:05, 128, 128, 0.000100, 8, 0.410836
2026-06-23 20:37:09, 128, 128, 0.000100, 8, 0.402270
2026-06-23 20:37:12, 128, 128, 0.000100, 8, 0.333108
2026-06-23 20:37:16, 128, 128, 0.000100, 8, 0.319150
2026-06-23 20:37:34, 128, 128, 0.000100, 8, 0.332801
2026-06-23 20:39:40, 256, 256, 0.000100, 8, 1.041268
2026-06-23 20:39:44, 256, 256, 0.000100, 8, 1.013556
2026-06-23 20:39:50, 256, 256, 0.000100, 8, 0.950466
2026-06-23 20:39:54, 256, 256, 0.000100, 8, 1.476538
2026-06-23 20:39:59, 256, 256, 0.000100, 8, 1.866313
2026-06-23 20:40:04, 256, 256, 0.000100, 8, 1.009705
2026-06-23 20:40:09, 256, 256, 0.000100, 8, 0.973060
2026-06-23 20:40:13, 256, 256, 0.000100, 8, 0.905490
2026-06-23 20:40:17, 256, 256, 0.000100, 8, 1.023022
2026-06-23 20:40:21, 256, 256, 0.000100, 8, 0.938556
2026-06-23 20:41:47, 512, 512, 0.000100, 8, 6.025058
2026-06-23 20:42:12, 512, 512, 0.000100, 8, 6.781723
2026-06-23 20:42:20, 512, 512, 0.000100, 8, 4.814778
2026-06-23 20:42:29, 512, 512, 0.000100, 8, 4.876786
2026-06-23 20:42:40, 512, 512, 0.000100, 8, 4.808569
2026-06-23 20:42:56, 512, 512, 0.000100, 8, 5.723835
2026-06-23 20:43:04, 512, 512, 0.000100, 8, 4.795632
2026-06-23 20:43:12, 512, 512, 0.000100, 8, 4.966769
2026-06-23 20:43:20, 512, 512, 0.000100, 8, 4.896544
2026-06-23 20:43:31, 512, 512, 0.000100, 8, 5.863832
2026-06-23 20:49:42, 1024, 1024, 0.000100, 8, 22.404673
2026-06-23 20:50:14, 1024, 1024, 0.000100, 8, 25.277259
2026-06-23 20:50:47, 1024, 1024, 0.000100, 8, 24.339841
2026-06-23 20:51:19, 1024, 1024, 0.000100, 8, 25.470767
2026-06-23 20:51:58, 1024, 1024, 0.000100, 8, 23.262940
2026-06-23 20:55:20, 2048, 2048, 0.000100, 8, 106.879631
2026-06-23 20:57:43, 2048, 2048, 0.000100, 8, 110.717533
2026-06-23 21:02:00, 2048, 2048, 0.000100, 8, 120.446462
